cyma_customer_number,,cyma_code,agid,workorder_id,submitted_date,device_status,part_number,serial_number,date_received,assigned_to,repaired_by,date_repaired,hold_reason,protectionplan_id,repair_loc,billing_co,request_id,job,requester,request_datetime,request_status,item_number,return_reason,invoice_number
OXFORDCS,,AB1,2163182538258,163182,04/08/2022,received,REPAIR-MBA-13-2017-A1466,FVFYF173J1WK,04/12/2022,kfranklin,,,,1410,PA,PA,258903,299565,fgodfrey,04/14/2022,all parts on request used or returned,661-7480-C,,
OXFORDCS,,AB1,2163182538258,163182,04/08/2022,received,REPAIR-MBA-13-2017-A1466,FVFYF173J1WK,04/12/2022,kfranklin,,,,1410,PA,PA,259388,299565,kfranklin,04/15/2022,all parts on request used or returned,LP133WP1-TJA7-W,,
WHITEPLAINSCITY,,AB1,2163188538294,163188,04/08/2022,received,REPAIR-IPAD6,DMQYRA05JF8M,04/13/2022,tmesiarik,,,,1464,PA,PA,265118,304619,tmesiarik,04/28/2022,all parts on request used or returned,AIPA601-HC,,
WHITEPLAINSCITY,,AB1,2163188538294,163188,04/08/2022,received,REPAIR-IPAD6,DMQYRA05JF8M,04/13/2022,tmesiarik,,,,1464,PA,PA,265126,304619,tmesiarik,04/28/2022,all parts on request used or returned,IPAA-5-LCD,,
MOORESVILLEGRAD,,JBB,2163242538522,163242,04/11/2022,hold,REPAIR-MBA-13-2017-A1466,FVFDM4J2J1WT,04/13/2022,dmelton,,,Parts,2002,PA,PA,261014,301265,dmelton,04/20/2022,requested parts received and scanned in by tech,923-0440,,
MOORESVILLEGRAD,,JBB,2163242538522,163242,04/11/2022,hold,REPAIR-MBA-13-2017-A1466,FVFDM4J2J1WT,04/13/2022,dmelton,,,Parts,2002,PA,PA,261015,301265,dmelton,04/20/2022,requested parts received and scanned in by tech,923-0439,,
UPPERARLINGTON,,AB1,2163306538984,163306,04/12/2022,received,REPAIR-IPAD8,GG7FJ1QQQ1GH,04/14/2022,kmay,kmay,,,2165,PA,PA,264897,304476,kmay,04/28/2022,all parts on request used or returned,AIPA702-HC,,
MAYFIELDCITY,,SS1,2163341539320,163341,04/12/2022,hold,REPAIR-HP-11G8EE,5CD014G6NB,04/18/2022,mfoster,,,Parts,,PA,PA,262199,301323,mfoster,04/22/2022,requested parts received and scanned in by tech,L89775-001,,
MOORESVILLEGRAD,,JBB,2163351539357,163351,04/12/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM496J1WT,04/18/2022,dmelton,,,,2002,PA,PA,263414,303391,dmelton,04/26/2022,all parts on request used or returned,A1496,,
BATESVILLECOMMU,,NB1,2163370539592,163370,04/13/2022,received,REPAIR-MBA-13-A2337-LCD,FVFFG04XQ6L6,04/19/2022,dmelton,,,,,PA,PA,263920,303628,dmelton,04/26/2022,requested parts received and scanned in by tech,MBA-A1932-HINGE-CLUTCH-COV-SG,,
MCKINNEYISD,,AB1,2163458539894,163458,04/13/2022,received,REPAIR-MBA-13-2020-A2179,FVFCQ8Y1Q0WM,04/18/2022,bmesick,,,,,PA,PA,264841,304110,jkeith,04/28/2022,requested parts received and scanned in by tech,LP133WQ4-SJA1,,
MCKINNEYISD,,AB1,2163458539894,163458,04/13/2022,received,REPAIR-MBA-13-2020-A2179,FVFCQ8Y1Q0WM,04/18/2022,bmesick,,,,,PA,PA,264842,304110,jkeith,04/28/2022,requested parts received and scanned in by tech,MBA-A1932-HINGE-CLUTCH-COV-SG,,
MCKINNEYISD,,AB1,2163458539897,163458,04/13/2022,received,REPAIR-MBA-13-A2179-LCD,FVFCQ385Q0WM,04/18/2022,jkeith,,,,,PA,PA,265049,304105,jkeith,04/28/2022,requested parts received and scanned in by tech,LP133WQ4-SJA1,,
MCKINNEYISD,,AB1,2163458539897,163458,04/13/2022,received,REPAIR-MBA-13-A2179-LCD,FVFCQ385Q0WM,04/18/2022,jkeith,,,,,PA,PA,265050,304105,jkeith,04/28/2022,requested parts received and scanned in by tech,MBA-A1932-HINGE-CLUTCH-COV-SG,,
MAYFIELDCITY,,SS1,2163504540122,163504,04/14/2022,received,REPAIR-HP-11-G6-EE,5CD9115B4H,04/18/2022,mfoster,,,,,PA,PA,261097,301330,mfoster,04/20/2022,requested parts received and scanned in by tech,AG-11G6EE-US00,,
UBIFDOWNEY,,NB1,2163551540371,163551,04/14/2022,received,REPAIR-MBR-13-E2015-A1502,c02r3jcufvh5,04/21/2022,hnaughton,,,,,PA,PA,263989,303655,hnaughton,04/26/2022,requested parts received and scanned in by tech,13MBP-RET-ASSEMBLY-2015-C,,
UBIFDOWNEY,,NB1,2163551540371,163551,04/14/2022,received,REPAIR-MBR-13-E2015-A1502,c02r3jcufvh5,04/21/2022,hnaughton,,,,,PA,PA,265673,303655,hnaughton,04/29/2022,requested parts received and scanned in by tech,A1582,,
GLOBALIMPACT,,PJ1,2163575540470,163575,04/18/2022,received,REPAIR-IPAD8,GG7FK0R6Q1GC,04/19/2022,tmesiarik,tmesiarik,,,,PA,PA,265360,304867,tmesiarik,04/29/2022,all parts on request used or returned,FIPA701-HC,,
ATLANTAPUBLIC,,AB1,2163599540560,163599,04/18/2022,received,REPAIR-CTL-NL71CTLTE,LI9BTFQI2126A113,04/20/2022,kwichterman,,,,2353,PA,PA,264937,304293,kwichterman,04/28/2022,all parts on request used or returned,NB00225,,
CORNVILLEREGION,,PJ1,2163601540592,163601,04/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFZ5S0XJ1WK,04/22/2022,hnaughton,,,,1468,PA,PA,262780,302651,hnaughton,04/25/2022,requested parts received and scanned in by tech,661-7480-C,,
CORNVILLEREGION,,PJ1,2163601540592,163601,04/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFZ5S0XJ1WK,04/22/2022,hnaughton,,,,1468,PA,PA,262781,302651,hnaughton,04/25/2022,requested parts received and scanned in by tech,923-0438,,
CORNVILLEREGION,,PJ1,2163601540592,163601,04/18/2022,received,REPAIR-MBA-13-2017-A1466,FVFZ5S0XJ1WK,04/22/2022,hnaughton,,,,1468,PA,PA,262782,302651,hnaughton,04/25/2022,requested parts received and scanned in by tech,923-0441,,
LAYER8MATER,,AB1,2163624540721,163624,04/18/2022,received,REPAIR-IPAD7,F9FCK8D9MDG1,04/22/2022,mlavender,,,,1950,PA,PA,265187,302702,mlavender,04/29/2022,requested parts received and scanned in by tech,AIPA701-HC,,
LAYER8MATER,,AB1,2163624540721,163624,04/18/2022,received,REPAIR-IPAD7,F9FCK8D9MDG1,04/22/2022,mlavender,,,,1950,PA,PA,265508,302702,mlavender,04/29/2022,requested parts received and scanned in by tech,IPA7-LCD-W,,
HOUSTONISD,,AB1,2163637540788,163637,04/18/2022,received,REPAIR-CTL-NL71CTLTE,LI9BTFQI21298932,04/22/2022,kwichterman,,,,2382,PA,PA,265516,304841,kwichterman,04/29/2022,all parts on request used or returned,NB00320,,
HOUSTONISD,,AB1,2163637540789,163637,04/18/2022,received,REPAIR-CTL-NL71CTLTE,LI9BTFQI21298B03,04/22/2022,kwichterman,,,,2382,PA,PA,265514,304849,kwichterman,04/29/2022,all parts on request used or returned,NB00320,,
HOUSTONISD,,AB1,2163637540790,163637,04/18/2022,received,REPAIR-CTL-NL71CTLTE,LI9BTFQI21298995,04/22/2022,kwichterman,,,,2382,PA,PA,265511,304851,kwichterman,04/29/2022,all parts on request used or returned,NB00320,,
HOUSTONISD,,AB1,2163637540791,163637,04/18/2022,received,REPAIR-CTL-NL71CTLTE,LI9BTFQI212899FC,04/22/2022,kwichterman,,,,2382,PA,PA,265510,304853,kwichterman,04/29/2022,all parts on request used or returned,NB00320,,
WALTONCOUNTYSD,,DF8,2163654540955,163654,04/19/2022,received,REPAIR-IPAD6,DMQWPJ21JF8J,04/25/2022,eberton,,,,,PA,PA,265766,304564,eberton,05/01/2022,requested parts received and scanned in by tech,IPA601-HC,,
WALTONCOUNTYSD,,DF8,2163654540955,163654,04/19/2022,received,REPAIR-IPAD6,DMQWPJ21JF8J,04/25/2022,eberton,,,,,PA,PA,265767,304564,eberton,05/01/2022,requested parts received and scanned in by tech,IPA6-LCD,,
SHAKOPEEPS,,AB1,2163682541156,163682,04/19/2022,received,REPAIR-MBA-13-2018-A1932,FVFYL3P8JK77,04/22/2022,dmelton,,,,,PA,PA,264470,304087,dmelton,04/27/2022,all parts on request used or returned,A1965,,
SHAKOPEEPS,,AB1,2163684541158,163684,04/19/2022,received,REPAIR-MBA-13-2018-A1932,FVFYL3G4JK77,04/22/2022,dmelton,,,,,PA,PA,265573,304302,dmelton,04/29/2022,requested parts received and scanned in by tech,923-02875,,
SHAKOPEEPS,,AB1,2163684541158,163684,04/19/2022,received,REPAIR-MBA-13-2018-A1932,FVFYL3G4JK77,04/22/2022,dmelton,,,,,PA,PA,265574,304302,dmelton,04/29/2022,requested parts received and scanned in by tech,A1965,,
SHAKOPEEPS,,AB1,2163686541160,163686,04/19/2022,received,REPAIR-MBA-13-2018-A1932,FVFYL3X6JK77,04/22/2022,dmelton,,,,,PA,PA,264405,304040,dmelton,04/27/2022,all parts on request used or returned,A1965,,
UBIFDUARTE,,NB1,2163715541248,163715,04/19/2022,received,REPAIR-IPAD6,GG7XH18YJF88,04/27/2022,zpalczer,,,,,PA,PA,265451,304915,zpalczer,04/29/2022,requested parts received and scanned in by tech,IPA6-LCD,,
ELIZABETHFORWAR,,NB1,2163744541395,163744,04/20/2022,received,REPAIR-IPAD6,DMPYPHDEJF8M,04/21/2022,eberton,,,,1411,PA,PA,265304,304821,eberton,04/29/2022,requested parts received and scanned in by tech,AIPA601-HC,20,
MOORESVILLEGRAD,,JBB,2163786541633,163786,04/20/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM0DUJ1WT,04/25/2022,dmelton,,,,2002,PA,PA,264180,303874,dmelton,04/27/2022,all parts on request used or returned,923-0438,,
UBREAKIFIXKISS,,NB1,2163853542044,163853,04/21/2022,received,REPAIR-IPADAIR,DMQLTKUVFK10,04/27/2022,zpalczer,,,,,PA,PA,265450,304917,zpalczer,04/29/2022,requested parts received and scanned in by tech,IPAACPB,,
JEFFERSONCPS,,AB1,2164031542737,164031,04/26/2022,received,REPAIR-IPAD5,DMPTTYW3HLF9,04/28/2022,aharbaugh,,,,2486,PA,PA,265437,304839,aharbaugh,04/29/2022,requested parts received and scanned in by tech,AIPAA01-HC-W,,
JEFFERSONCPS,,AB1,2164031542737,164031,04/26/2022,received,REPAIR-IPAD5,DMPTTYW3HLF9,04/28/2022,aharbaugh,,,,2486,PA,PA,265564,304839,aharbaugh,04/29/2022,requested parts received and scanned in by tech,IPAABAT,,
JEFFERSONCPS,,AB1,2164136543501,164136,04/26/2022,received,REPAIR-IPAD7,F9FCM7SXMDG1,04/28/2022,mlavender,,,,1804,PA,PA,265581,304949,mlavender,04/29/2022,requested parts received and scanned in by tech,IPA7-LCD-W,,
JEFFERSONCPS,,AB1,2164240543996,164240,04/27/2022,received,REPAIR-IPAD7,F9FCLH42MDG1,04/28/2022,mlavender,,,,1804,PA,PA,265580,304951,mlavender,04/29/2022,requested parts received and scanned in by tech,AIPA701-HC,,
JEFFERSONCPS,,AB1,2164240543997,164240,04/27/2022,received,REPAIR-IPAD7,F9FCLES9MDG1,04/28/2022,mlavender,,,,1804,PA,PA,265579,304952,mlavender,04/29/2022,requested parts received and scanned in by tech,AIPA701-HC,,
,,,,,,,,,,,,,,,,,,,,,,,,
TX,,,,,,,,,,,,,,,,,,,,,,,,
MCKINNEYISD,,AB1,2141749442415,141749,05/13/2021,received,REPAIR-IPAD5,GCTVPZL8HLF9,05/18/2021,rreynoso,rreynoso,,,,TX,PA,153585,210534,rreynoso,05/27/2021,all parts on request used or returned,IPAAHPJ,,
RUIDOSOMUNICIPA,,DF1,2149285477735,149285,10/01/2021,received,REPAIR-LENOVO-14E,MP1K01A2,10/06/2021,kwichterman,,,,,TX,PA,243593,264408,kwichterman,03/10/2022,requested parts received and scanned in by tech,5C10S73168,,
#LENOIR,,AB1,2149862479613,149862,10/08/2021,hold,REPAIR-IPAD8,H96DQABYQ1GC,10/13/2021,cdavis,cdavis,,Logicboard,,TX,PA,232129,277321,cdavis,02/08/2022,all parts on request used or returned,IPAABAT,,
LAMARCISD,,JG1,2150292481629,150292,10/13/2021,received,REPAIR-IPADMINI4,F9FX5566GHKJ,10/20/2021,lvalerio,,,,,TX,PA,263530,248290,lvalerio,04/26/2022,requested parts received and scanned in by tech,IPAM401-HC-LCD-OCA,,
LAMARCISD,,JG1,2150292481629,150292,10/13/2021,received,REPAIR-IPADMINI4,F9FX5566GHKJ,10/20/2021,lvalerio,,,,,TX,PA,263531,248290,lvalerio,04/26/2022,requested parts received and scanned in by tech,IPAM4BAT,,
GOOSECREEKCISD,,AB1,2151352485709,151352,10/25/2021,received,REPAIR-IPAD7,GG7D8MGJMF3M,12/16/2021,rbrown,,,,,TX,TX,251153,274990,rbrown,03/29/2022,requested parts received and scanned in by tech,IPA7CPB,,
KILLEENISD,,PJ1,2153555494006,153555,11/17/2021,hold,REPAIR-IPAD7,F9FZWKVMMF3M,11/22/2021,rbrown,,,Logicboard,,TX,TX,224694,263353,rbrown,01/18/2022,requested parts received and scanned in by tech,IPAABAT,,
ORANGEBURGCSD,,NB1,2153690495091,153690,11/18/2021,hold,REPAIR-IPADAIR2,DMQSGG3AHG5D,11/22/2021,rbrown,,,Logicboard,,TX,PA,248213,261856,rbrown,03/22/2022,requested parts received and scanned in by tech,IPAA201-HC-LCD,,
ORANGEBURGCSD,,NB1,2153690495091,153690,11/18/2021,hold,REPAIR-IPADAIR2,DMQSGG3AHG5D,11/22/2021,rbrown,,,Logicboard,,TX,PA,224690,261856,rbrown,01/18/2022,all parts on request used or returned,IPAA2BAT,,
RUIDOSOMUNICIPA,,DF1,2155444501617,155444,12/13/2021,received,REPAIR-LENOVO-N42,LR074S13,12/16/2021,dcenteno,,,,,TX,PA,229302,275048,dcenteno,01/31/2022,all parts on request used or returned,35NL7LBV10,,
#lexicontech,,PJ8,2155892503240,155892,12/17/2021,hold,REPAIR-IPAD6,GG8YTVEHJF8J,01/04/2022,cdavis,,,Logicboard,,TX,PA,223012,269974,cdavis,01/12/2022,all parts on request used or returned,IPA601-HC,,
#lexicontech,,PJ8,2155892503240,155892,12/17/2021,hold,REPAIR-IPAD6,GG8YTVEHJF8J,01/04/2022,cdavis,,,Logicboard,,TX,PA,223816,269974,cdavis,01/14/2022,all parts on request used or returned,IPAACPB,,
SHAWNEEHUSD450,,NB1,2156107504105,156107,12/22/2021,received,REPAIR-IPAD7,dmpd8lzwmf3q,01/04/2022,rbrown,,,,,TX,PA,251152,274995,rbrown,03/29/2022,requested parts received and scanned in by tech,IPA7CPB,,
spartaareasd,,NB8,2157360508249,157360,01/18/2022,received,REPAIR-IPAD7,DMRD8UTQMF3M,01/24/2022,tshoma,,,,,TX,PA,245430,288233,tshoma,03/15/2022,requested parts received and scanned in by tech,MIPA701-HC,,
CHSD218,,AB1,2158230511930,158230,01/27/2022,received,REPAIR-IPAD6,FPLGC00TJF8N,02/01/2022,lmousa,,,,,TX,PA,232065,277274,lmousa,02/08/2022,all parts on request used or returned,IPAABAT,,
CHSD218,,AB1,2158230511930,158230,01/27/2022,received,REPAIR-IPAD6,FPLGC00TJF8N,02/01/2022,lmousa,,,,,TX,PA,235313,277274,jlynn,02/17/2022,all parts on request used or returned,IPAACPW,,
RITCHIECS,,SB1,2158422512787,158422,01/31/2022,received,REPAIR-IPAD6,GG7X8VVAJF8J,02/02/2022,rbrown,,,,,TX,PA,250543,292489,rbrown,03/29/2022,requested parts received and scanned in by tech,IPAACPB,,
BEDFORDCSD,,JG1,2158862514715,158862,02/03/2022,received,REPAIR-LENOVO-300E,P202FTDEP29YB8604004,02/18/2022,dcenteno,,,,,TX,PA,258786,299433,dcenteno,04/13/2022,requested parts received and scanned in by tech,5D10Q93993,,
BEDFORDCSD,,JG1,2158862514720,158862,02/03/2022,received,REPAIR-LENOVO-300E,P202FV4EP29YB8604004,02/18/2022,dcenteno,,,,,TX,PA,259092,299696,dcenteno,04/14/2022,all parts on request used or returned,5D10Q93993,,
CALALLENISD,,NB1,2159029515137,159029,02/07/2022,received,REPAIR-DELL-CRM3100,JQFTH33,02/14/2022,dcenteno,,,,,TX,TX,235752,280238,dcenteno,02/18/2022,all parts on request used or returned,NV116WHM-T01,,
BURRIS,,PJ1,2159210515888,159210,02/08/2022,received,REPAIR-IPADAIR2,DMPS7WGJG5VJ,03/03/2022,ervega,,,,,TX,PA,253481,294551,ervega,04/04/2022,requested parts received and scanned in by tech,IPAA201-HC-LCD,,
BURRIS,,PJ1,2159210515888,159210,02/08/2022,received,REPAIR-IPADAIR2,DMPS7WGJG5VJ,03/03/2022,ervega,,,,,TX,PA,252715,294551,ervega,04/01/2022,all parts on request used or returned,IPAA2BAT,,
RUIDOSOMUNICIPA,,DF1,2159262516038,159262,02/09/2022,received,REPAIR-LENOVO-14E,MP1KKMJH,02/15/2022,dcenteno,,,,,TX,PA,264800,286194,dcenteno,04/28/2022,requested parts received and scanned in by tech,5D10S75184,,
RUIDOSOMUNICIPA,,DF1,2159262516039,159262,02/09/2022,received,REPAIR-LENOVO-14E,MP1KKKLK,02/15/2022,dcenteno,,,,,TX,PA,264795,286185,dcenteno,04/28/2022,requested parts received and scanned in by tech,5D10S75184,,
APTAKISIC-TRIPP,,AB1,2160237521885,160237,02/23/2022,received,REPAIR-IPAD6,DMQWL150JF8M,02/25/2022,evega,,,,,TX,PA,249970,292175,evega,03/28/2022,requested parts received and scanned in by tech,IPAACPB,,
PLAINVIEW-ELGIN,,PJ1,2160342522405,160342,02/24/2022,received,REPAIR-IPAD5,F9GTTBR9HLF9,03/03/2022,cdavis,,,,,TX,PA,249707,291845,cdavis,03/25/2022,all parts on request used or returned,IPAA01-HC,,
PLAINVIEW-ELGIN,,PJ1,2160342522405,160342,02/24/2022,received,REPAIR-IPAD5,F9GTTBR9HLF9,03/03/2022,cdavis,,,,,TX,PA,249867,291845,cdavis,03/25/2022,all parts on request used or returned,IPAA2CAMR,,
PLAINVIEW-ELGIN,,PJ1,2160342522405,160342,02/24/2022,received,REPAIR-IPAD5,F9GTTBR9HLF9,03/03/2022,cdavis,,,,,TX,PA,249868,291845,cdavis,03/25/2022,all parts on request used or returned,IPAACAMF,,
BEAUFORTCS,,SB1,2160347522437,160347,02/24/2022,received,REPAIR-IPAD7,GG7D7322MF3N,02/28/2022,tshoma,,,,,TX,PA,264144,298558,tshoma,04/27/2022,all parts on request used or returned,MIPA702-HC,,
BURRIS,,PJ1,2160438522968,160438,02/25/2022,hold,REPAIR-IPADAIR2,DMPS7KZ9G5VJ,03/02/2022,daviles,,,Logicboard,,TX,PA,253736,294815,daviles,04/04/2022,requested parts received and scanned in by tech,IPAA201-HC-LCD,7,
COVINGTON,,AB1,2160441522981,160441,02/25/2022,received,REPAIR-IPAD6,DMQWK9CUJF8J,03/03/2022,rbrown,,,,2386,TX,PA,250241,292313,rbrown,03/28/2022,requested parts received and scanned in by tech,IPAABAT,,
COVINGTON,,AB1,2160441522981,160441,02/25/2022,received,REPAIR-IPAD6,DMQWK9CUJF8J,03/03/2022,rbrown,,,,2386,TX,PA,250502,292313,rbrown,03/28/2022,requested parts received and scanned in by tech,MIPA601-HC,,
COVINGTON,,AB1,2160441522981,160441,02/25/2022,received,REPAIR-IPAD6,DMQWK9CUJF8J,03/03/2022,rbrown,,,,2386,TX,PA,252360,292313,rbrown,03/31/2022,requested parts received and scanned in by tech,IPA6-LCD,,
COVINGTON,,AB1,2160441522985,160441,02/25/2022,hold,REPAIR-IPADAIR2,DMPT66VNHG5D,03/03/2022,rbrown,,,Logicboard,2386,TX,PA,245171,288055,rbrown,03/15/2022,requested parts received and scanned in by tech,IPAA201-HC-LCD,,
SANGERUSD,,AB1,2160487523146,160487,02/28/2022,received,REPAIR-IPAD8,GG7G15ZXQ1GH,03/09/2022,tshoma,tshoma,,,,TX,TX,243919,287068,tshoma,03/11/2022,all parts on request used or returned,MIPA702-HC,,
SANGERUSD,,AB1,2160487523146,160487,02/28/2022,received,REPAIR-IPAD8,GG7G15ZXQ1GH,03/09/2022,tshoma,tshoma,,,,TX,TX,245423,287068,tshoma,03/15/2022,all parts on request used or returned,IPA7HB,,
SANGERUSD,,AB1,2160487523146,160487,02/28/2022,received,REPAIR-IPAD8,GG7G15ZXQ1GH,03/09/2022,tshoma,tshoma,,,,TX,TX,257705,287068,tshoma,04/12/2022,all parts on request used or returned,MIPA701-HC,,
SANGERUSD,,AB1,2160487523168,160487,02/28/2022,received,REPAIR-IPAD7,DMPD9LVQMF3Q,03/09/2022,rbrown,,,,,TX,TX,243364,286692,rbrown,03/10/2022,requested parts received and scanned in by tech,MIPA701-HC,,
CORCORANJUSD,,AB1,2160532523491,160532,02/28/2022,hold,REPAIR-IPAD8,H99DHAT2Q1GG,03/16/2022,rbrown,,,Logicboard,,TX,PA,248929,291265,rbrown,03/24/2022,requested parts received and scanned in by tech,MIPA701-HC,,
TALLASSEECITY,,JG1,2160579523702,160579,03/01/2022,hold,REPAIR-IPAD6,gg7yfslajf8j,04/05/2022,evega,,,Logicboard,1365,TX,PA,255899,296560,evega,04/08/2022,requested parts received and scanned in by tech,IPAA2CAMR,,
TALLASSEECITY,,JG1,2160579523702,160579,03/01/2022,hold,REPAIR-IPAD6,gg7yfslajf8j,04/05/2022,evega,,,Logicboard,1365,TX,PA,255900,296560,evega,04/08/2022,requested parts received and scanned in by tech,IPAACAMF,,
TALLASSEECITY,,JG1,2160579523725,160579,03/01/2022,hold,REPAIR-IPAD6,GG7YFL1CJF8J,04/05/2022,angimbi,,,Logicboard,1365,TX,PA,255028,296406,angimbi,04/07/2022,all parts on request used or returned,IPAABAT,,
TALLASSEECITY,,JG1,2160579523725,160579,03/01/2022,hold,REPAIR-IPAD6,GG7YFL1CJF8J,04/05/2022,angimbi,,,Logicboard,1365,TX,PA,255052,296406,angimbi,04/07/2022,all parts on request used or returned,IPA601-HC,,
VIRGINIASD,,PJ1,2160620523936,160620,03/02/2022,received,REPAIR-IPADPRO10,DMPV5988J28K,03/04/2022,ervega,,,,,TX,PA,253652,294878,ervega,04/04/2022,requested parts received and scanned in by tech,IPAP10-B-LCD,,
VIRGINIASD,,PJ1,2160620523936,160620,03/02/2022,received,REPAIR-IPADPRO10,DMPV5988J28K,03/04/2022,ervega,,,,,TX,PA,253707,294878,ervega,04/04/2022,requested parts received and scanned in by tech,IPAP10HBF,,
VIRGINIASD,,PJ1,2160620523936,160620,03/02/2022,received,REPAIR-IPADPRO10,DMPV5988J28K,03/04/2022,ervega,,,,,TX,PA,253108,294878,ervega,04/04/2022,all parts on request used or returned,IPAP10-B-LCD,,
VIRGINIASD,,PJ1,2160620523936,160620,03/02/2022,received,REPAIR-IPADPRO10,DMPV5988J28K,03/04/2022,ervega,,,,,TX,PA,253672,294878,ervega,04/04/2022,all parts on request used or returned,IPAP10HBF,,
SPRINGFIELDCITY,,AB1,2160700524255,160700,03/02/2022,received,REPAIR-IPAD7,F9FCJ2T1MF3Q,03/07/2022,cdavis,,,,,TX,PA,259345,299873,cdavis,04/15/2022,all parts on request used or returned,MIPA701-HC,,
SPRINGFIELDCITY,,AB1,2160700524273,160700,03/02/2022,received,REPAIR-IPAD7,F9FCJ4U7MF3Q,03/07/2022,tshoma,,,,,TX,PA,263363,303349,tshoma,04/26/2022,all parts on request used or returned,IPA7CPB,,
SPRINGFIELDCITY,,AB1,2160700524275,160700,03/02/2022,received,REPAIR-IPAD7,F9FCJ2LHMF3Q,03/07/2022,tshoma,,,,,TX,PA,263184,303125,tshoma,04/25/2022,all parts on request used or returned,IPA7CPB,,
SPRINGFIELDCITY,,AB1,2160700524281,160700,03/02/2022,received,REPAIR-IPAD8,H98FN3TEQ1GG,03/07/2022,daviles,,,,,TX,PA,259972,299914,daviles,04/18/2022,requested parts received and scanned in by tech,MIPA701-HC,,
ISD318,,PJ1,2160721524350,160721,03/02/2022,hold,REPAIR-IPAD8,GG7FQWQWQ1GC,03/07/2022,cdavis,cdavis,,Logicboard,2227,TX,PA,248697,291036,cdavis,03/23/2022,all parts on request used or returned,MIPA701-HC,,
SEWELL,,PJ1,2160743524431,160743,03/02/2022,hold,REPAIR-IPAD5,GCGVVUW6HLFD,03/11/2022,daviles,daviles,,Logicboard,,TX,PA,248744,288692,daviles,03/23/2022,requested parts received and scanned in by tech,IPAA-5-LCD,,
#lexicontech,,PJ8,2160760524506,160760,03/03/2022,received,REPAIR-IPADPRO11,DMPD6DJAPTRF,03/09/2022,cdavis,,,,,TX,PA,247094,289776,cdavis,03/21/2022,all parts on request used or returned,IPAP11-B-LCD,,
CORCORANJUSD,,AB1,2160857524867,160857,03/03/2022,hold,REPAIR-IPAD8,H99DGKX7Q1GG,03/16/2022,ervega,,,Logicboard,,TX,PA,248280,290755,ervega,03/23/2022,all parts on request used or returned,IPA7CPB,,
CORCORANJUSD,,AB1,2160857524867,160857,03/03/2022,hold,REPAIR-IPAD8,H99DGKX7Q1GG,03/16/2022,ervega,,,Logicboard,,TX,PA,248337,290755,ervega,03/23/2022,all parts on request used or returned,IPA7CPB,,
EUCLIDBOARDOFED,,PJ8,2160924525195,160924,03/04/2022,received,REPAIR-LENOVO-300EG2A,P209P4AS,03/09/2022,dcenteno,,,,,TX,PA,265428,304668,dcenteno,04/29/2022,all parts on request used or returned,5D10Y97713,,
SANGERISD,,SB1,2161027525722,161027,03/07/2022,received,REPAIR-IPAD6,gg7z1flbjf8j,03/11/2022,lmousa,,,,,TX,PA,258801,298987,lmousa,04/14/2022,requested parts received and scanned in by tech,IPA601-HC,,
SANGERISD,,SB1,2161027525722,161027,03/07/2022,received,REPAIR-IPAD6,gg7z1flbjf8j,03/11/2022,lmousa,,,,,TX,PA,258801,298987,lmousa,04/14/2022,requested parts received and scanned in by tech,IPA6-LCD,,
SANGERISD,,SB1,2161027525722,161027,03/07/2022,received,REPAIR-IPAD6,gg7z1flbjf8j,03/11/2022,lmousa,,,,,TX,PA,258802,298987,lmousa,04/14/2022,requested parts received and scanned in by tech,IPAABAT,,
SPARTANBURG2,,AB1,2161029525743,161029,03/07/2022,received,REPAIR-IPAD8,H96FV2LAQ1GC,03/11/2022,cdavis,cdavis,,,2310,TX,PA,253022,293131,cdavis,04/02/2022,all parts on request used or returned,IPA7HPJW,,
MERRILLAPS,,AB1,2161067525873,161067,03/07/2022,received,REPAIR-IPAD6,GG7XX6CGJF8J,03/11/2022,evega,,,,1356,TX,PA,254080,292550,evega,04/05/2022,requested parts received and scanned in by tech,IPAACPB,,
MERRILLAPS,,AB1,2161067525873,161067,03/07/2022,received,REPAIR-IPAD6,GG7XX6CGJF8J,03/11/2022,evega,,,,1356,TX,PA,250616,292550,ervega,03/29/2022,all parts on request used or returned,IPA601-HC,,
MERRILLAPS,,AB1,2161067525873,161067,03/07/2022,received,REPAIR-IPAD6,GG7XX6CGJF8J,03/11/2022,evega,,,,1356,TX,PA,250987,292550,ervega,03/29/2022,all parts on request used or returned,IPA5HB,,
MERRILLAPS,,AB1,2161067525873,161067,03/07/2022,received,REPAIR-IPAD6,GG7XX6CGJF8J,03/11/2022,evega,,,,1356,TX,PA,251813,292550,ervega,03/31/2022,all parts on request used or returned,IPA5HB,,
EUCLIDBOARDOFED,,PJ8,2161095526030,161095,03/08/2022,received,REPAIR-LENOVO-300EG2A,PF2QPMXE,03/09/2022,dcenteno,,,,,TX,PA,265383,304877,dcenteno,04/29/2022,requested parts received and scanned in by tech,5D10Y97713,,
SPRINGFIELDCITY,,AB1,2161102526063,161102,03/08/2022,received,REPAIR-IPAD7,F9FCJ69XMF3Q,03/10/2022,lmousa,,,,,TX,PA,258574,298917,lmousa,04/13/2022,requested parts received and scanned in by tech,MIPA701-HC,,
